address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"1625, Near Syndicate Bank, 50 Feet Road, Kumaraswamy Layout, Bangalore",Goli Vada Pav No. 1,Yes,No,3.8/5,65,+91 8553312278,Kumaraswamy Layout,Quick Bites,Street Food,200,"['Masala Dosa', 'Motichoor Ladoo', 'Pizza', 'Chaach', 'Chai']",Delivery,JP Nagar
"1260 SY 35/4 SJR Tower's, 7th Phase, 24th Main Puttanhalli, Bangalore JP Nagar, Bangalore",Masale Daan,Yes,No,,0,+91 8043334333,JP Nagar,"Takeaway, Delivery",North Indian,350,"['Paratha', 'Mysore Masala Dosa', 'Crispy Water Chestnuts', 'Mutton Biryani', 'Lassi']",Delivery,JP Nagar
"389, Cave Temple Road, Doddamma Layout, Hulimavu, Bannerghatta Road, Bangalore",Mother's Rasoi Family Restaurant,Yes,No,3.4/5,64,+91 9741877160,Bannerghatta Road,Quick Bites,North Indian,200,"['Roti', 'Biryani', 'Dal Makhani', 'Thandai', 'Salads']",Delivery,JP Nagar
"173, Near Dayanand Sagar College, Teachers Colony, 1st Stage, Kumaraswamy Layout, Bangalore",Ande Ka Funda,Yes,No,3.3/5,117,"+91 9844352310
+91 9964116412",Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food, Rolls",250,"['Rolls', 'Sandwiches', 'Fish', 'Paratha', 'Chicken Mayo']",Delivery,JP Nagar
"Kodichikkanahalli Main Road, Begur Hobli, Bommanahalli, Bangalore",Ovenstory Pizza,Yes,No,3.8/5,122,+91 7738383000,Bommanahalli,Delivery,Pizza,750,"['Garlic Bread', 'Pasta', 'Cocktails', 'Sandwich', 'Lobster']",Delivery,JP Nagar
"2395/5 18th main, Near ISRO Layout Bus Stop, Kumarswamy Layout, Bangalore",Bake Delite,Yes,No,3.7/5,18,080 26668999,Kumaraswamy Layout,"Bakery, Quick Bites","Bakery, Fast Food",400,"['Chicken Grill', 'Roti', 'Garlic Bread', 'Pizza', 'Pasta']",Delivery,JP Nagar
"Kothanur Main Road, J.P. Nagar Puttenahalli 7th Phase, JP Nagar, Bangalore",Wangs Kitchen,Yes,No,2.8/5,39,080 39253925,JP Nagar,Casual Dining,Chinese,"1,000","['Paratha', 'Sea Food', 'Chicken Biryani', 'Tea', 'Donne Biryani']",Delivery,JP Nagar
"253/6&7, Vasanthpura Main Road, Off Kanakapura Road, Bangalore",The Fiery Indian Kitchen,Yes,No,3.5/5,9,"+91 9945819977
+91 9880379697",Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese",600,"['Masala Dosa', 'Thali', 'Gulab Jamun', 'Lemon Chicken', 'Neer Dosa']",Delivery,JP Nagar
"139, 72nd Cross, Kumaraswamy Layout, Kumaraswamy Layout, Bangalore",Chination,Yes,No,,0,+91 7065191999,Kumaraswamy Layout,Delivery,Chinese,600,"['Dal Palak', 'Biryani', 'Thick Shakes', 'Butter Chicken', 'Lassi']",Delivery,JP Nagar
"595, APJ Abdul Kalam Park, ISRO Layout, Kumaraswamy Layout, Bengaluru",CHAATter Box,Yes,No,3.4/5,9,+91 9686544744,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, North Indian",250,"['Jal-jeera', 'Rolls', 'Donne Biryani', 'Beer', 'Draught Beer']",Delivery,JP Nagar
"Near Blossom School, Bengaluru, Bengaluru",Vivi's Food Joint,Yes,No,3.7/5,21,+91 8317437899,Kumaraswamy Layout,,"North Indian, Fast Food, Beverages",250,"['Egg Biryani', 'Nachos', 'Butter Naan', 'Aloo Paratha', 'Rolls']",Delivery,JP Nagar
"14th Main, 58th Cross, Near Police Station, Kumaraswamy Layout, Bangalore",Donne Biriyani Mane,Yes,No,3.1 /5,73,"080 42351229
+91 9380006901",Kumaraswamy Layout,Quick Bites,"Biryani, Kebab",300,"['Biryani', 'Tandoori Chicken', 'Mutton Biryani', 'Rolls', 'Coffee']",Delivery,JP Nagar
"49, Vishveshwarya Road, 7th Phase, JP Nagar, Bangalore",Multi Cakes,No,No,3.8 /5,72,"080 42066949
+91 9986588883",JP Nagar,Bakery,"Bakery, Desserts",200,"['Pav Bhaji', 'Donut', 'Apple Pie', 'Sandwiches', 'Peri Chicken']",Delivery,JP Nagar
"2587/B, 18th Main Road, 2nd Stage, Kumaraswamy Layout, Bangalore",Food Republic Resto,Yes,No,3.3/5,43,+91 9886603333,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese",700,"['Biryani', 'Chicken Biryani', 'Pakoda', 'Thali', 'Tandoori Chicken']",Delivery,JP Nagar
"18/2, C-3, Konankunte Cross, Kanakapura Road, Bangalore",Athithi Grand Restaurant,Yes,No,3.0/5,74,"080 26860101
080 26860102",Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese",700,"['Aloo Paratha', 'Cheesy Fries', 'Paneer Biryani', 'Chicken Noodle', 'Sea Food']",Delivery,JP Nagar
"53, Opposite Brigade Millenium, Kothanur Main Road, Sri Rama Layout, 7th Phase, JP Nagar, Bangalore",Rolls On Wheels,No,No,3.1/5,138,"+91 9071734105
+91 9071496800",JP Nagar,Quick Bites,"Fast Food, Rolls, Momos",300,"['Burgers', 'Kathi Roll', 'Chicken Wrap', 'Mutton Biryani', 'Naan']",Delivery,JP Nagar
"Chunchgatta, Phase 7, JP Nagar, Bangalore",Crunch Pizzas,No,No,3.3/5,7,"080 65651180
080 65651181",JP Nagar,"Takeaway, Delivery","Italian, Pizza",600,"['Burgers', 'Wine', 'Tiramisu', 'Cheese Sandwich', 'Breakfast Buffet']",Delivery,JP Nagar
"3/6, Rose Garden Road, Next to Kalyani Magnum Tech Park, JP Nagar, Bangalore",Bake My Day,No,No,,0,+91 9880798063,JP Nagar,"Bakery, Dessert Parlor","Bakery, Desserts","1,000","['Chocolate Truffle', 'Chocolate Decadence', 'Lasagne', 'Sandwiches', 'Waffles']",Delivery,JP Nagar
"391, 1st Cross Road, Chelekere, Amrut Nagar, JP Nagar",Jethro's,No,No,3.7/5,18,+91 9986604554,JP Nagar,Quick Bites,"Fast Food, Burger",450,"['Crunchy Veg Burger', 'Chaat', 'Falafel Roll', 'Fries', 'Thick Shakes']",Delivery,JP Nagar
"Chunchgatta, Phase 7, JP Nagar, Bangalore",La Mirch,No,No,,0,"080 65651180
080 65651181",JP Nagar,Delivery,"North Indian, Kashmiri",400,"['Wings', 'Tabakh Maaz', 'Roti', 'Chicken Lollipop', 'Saffron Kahwa']",Delivery,JP Nagar
"268/A, RS Building, Near Girias, 100 Feet Ring Road, 6th Phase, JP Nagar, Bangalore",Impala Biryani,No,No,3.2/5,4,"+91 9141399300
+91 9738323030",JP Nagar,Quick Bites,"Biryani, North Indian",150,"['Chicken Lollipop', 'Chilli Chicken', 'Chaat', 'Roti', 'Raita']",Delivery,JP Nagar
"20/3, Ragavanapalya Village, 8th Phase, JP Nagar, Bangalore",Shavaji Hotel,No,No,,0,+91 7022296308,JP Nagar,Quick Bites,South Indian,200,"['Fish Grill', 'Rasmalai', 'Masala Dosa', 'Mocktails', 'Vada']",Delivery,JP Nagar
"Jambu Savari Dinne Main Road, Gottigere - Kengeri Road, Jambusawari Dinne, Royal County, 1st Phase, JP Nagar, Bengaluru, Karnataka 560076, India",Pizza Hut,No,No,NEW,0,+91 7406957974,JP Nagar,Casual Dining,Italian,400,"['Pancakes', 'Butter Chicken', 'Beer', 'Waffles', 'Sandwiches']",Delivery,JP Nagar
"36, 2nd Cross Road, 7th Block, 8th Phase, JP Nagar, Bangalore",Magic Masala,No,No,,0,+91 9008255790,JP Nagar,Casual Dining,"North Indian, Chinese, Fast Food",550,"['Roti', 'Chicken Pizza', 'Fish', 'Aloo Paratha', 'Paneer Roll']",Delivery,JP Nagar
"12, BK Circle, 8th Phase, JP Nagar, Bangalore",Express Food Point,No,No,,0,"+91 9148999507
+91 9886141036",JP Nagar,Quick Bites,"South Indian, Kerala",300,"['Butter Kulcha', 'Tandoori Roti', 'Panneer Butter Masala', 'Filter Coffee', 'Beef Fry']",Delivery,JP Nagar
"70 BKN Plaza, Kanaka Pura Road, Jaraganahalli Junction, 6th Phase, JP Nagar, Bangalore",Butthi - The Meal Basket,No,No,,0,+91 9380811323,JP Nagar,Quick Bites,"North Indian, Chinese",400,"['Lager', 'Panneer Butter Masala', 'Malai Kofta', 'Sweet Corn Soup', 'Tandoori Chicken']",Delivery,JP Nagar
"Afforio Enterprises, LMC Industrial Layout, Chunchgatta Main Road, JP Nagar, Bangalore",MyPotli,No,No,3.7/5,18,"+91 9886033622
+91 9886771017",JP Nagar,"Takeaway, Delivery","North Indian, South Indian",100,"['Benne Masala Dosa', 'Dahi Vada', 'Panneer Butter Masala', 'Prawn Curry', 'Dal Bati']",Delivery,JP Nagar
"Near Byrappa Circle, J P Nagar 8th Phase, JP Nagar, Bangalore",Apoorva Halli Mane,No,No,,0,+91 8088826969,JP Nagar,Quick Bites,South Indian,350,"['Filter Coffee', 'Pot Biryani', 'Raita', 'Thali', 'Paneer Hyderabadi']",Delivery,JP Nagar
"131, 9th Cross, 3rd Main, Soudhamini Layout, Konanakunte, JP Nagar, Bangalore",Happiness Bars,No,No,3.2/5,5,080 26320267,JP Nagar,Dessert Parlor,Desserts,500,"['Oreo Cheesecake', 'Coffee Walnut', 'Pasta', 'Rich Chocolate Cake', 'Nutella Pancakes']",Delivery,JP Nagar
"1, 1st Cross, BK Circle, 8th Phase, JP Nagar, Bengaluru",Hotel Akshaya Restaurant,No,No,,0,+91 8861768017,JP Nagar,Quick Bites,"Biryani, Kebab",400,"['Fish', 'Mughlai Biryani', 'Paneer Biryani', 'Biryani', 'Luchi']",Delivery,JP Nagar
"31, 21st Cross, Rammaih Garden, 24th Main, 7th Phase, JP Nagar, Bangalore",Chaat Chatore,No,No,,0,+91 8880842620,JP Nagar,Quick Bites,Fast Food,300,"['Mutton Biryani', 'Waffles', 'Pork Ribs', 'Nachos', 'Chicken Tikka']",Delivery,JP Nagar
"525, 1st Floor, Kumar Swami Layout, Near 15 F Bus Stop, Kumaraswamy Layout, Bangalore",Odhavji Kitchen,Yes,No,,0,+91 9980965051,Kumaraswamy Layout,Quick Bites,"North Indian, Gujarati",200,"['Chilli Chicken', 'Vegetable Biryani', 'Shawarma', 'Naan', 'Masala Papad']",Delivery,JP Nagar
"1614, 7th Cross,1st Stage, Kumaraswamy Layout, Bangalore",The Hot Cafe,No,No,3.2/5,24,"+91 9611732045
+91 9611732045",Kumaraswamy Layout,Quick Bites,Fast Food,300,"['Nachos', 'Paratha', 'Paneer Pizza', 'Paneer Roll', 'Peri Peri Chicken Wings']",Delivery,JP Nagar
"10th cross, Kailasam Road, Bendre Nagar, Kumaraswamy Layout, Bangalore",Tasty Corner Veg And Non Veg,No,No,,0,+91 7483672270,Kumaraswamy Layout,Delivery,"North Indian, South Indian, Chinese",400,"['Biryani', 'Naan', 'Cocktails', 'Crab Butter', 'Mutton Biryani']",Delivery,JP Nagar
"Near Metro, Yelachanahalli, Kanakapura Road, Bangalore",Shree Manjunatha Bar and Restaurant,No,No,3.4/5,9,"+91 9611919776
+91 9008409587",Kanakapura Road,Casual Dining,"North Indian, South Indian, Chinese",550,"['Andhra Style Biryani', 'Noodles', 'Mutton Rezala', 'Hyderabadi Biryani', 'Sweet Corn Soup']",Delivery,JP Nagar
"547, 91st Cross, 1st Stage, Kumaraswamy Layout, Bangalore",Juice Tree,No,No,,0,+91 9591694499,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Juices, Fast Food",150,"['Chicken Biryani', 'Chicken Momo', 'Sandwich', 'Faluda', 'Cheese Sandwich']",Delivery,JP Nagar
"1617, Near SBI, 1st Stage, 50 Feet Road, Kumaraswamy Layout, Bangalore",Shri Lakshami Venkateshwara Iyengar's Bakery,No,No,3.5/5,11,"080 22909205
+91 9482537773",Kumaraswamy Layout,"Bakery, Dessert Parlor",Bakery,250,"['Key Lime Pie', 'Chocolate Cake', 'Coffee', 'Pasta', 'Chocolate Fantasy']",Delivery,JP Nagar
"32-A, 1st Stage, Opposite SBI Bank, Kumaraswamy Layout, Bangalore",Shree Maruthi Sweets,No,No,3.2/5,4,+91 8147705040,Kumaraswamy Layout,Sweet Shop,"Mithai, Street Food",250,"['Masala Poori', 'Dahipuri', 'Kachori', 'Fries', 'Bhel Puri']",Delivery,JP Nagar
"1338, 41st Cross Road, Kottapalya, Jayanagara 9th Block, Jayanagar, Bangalore",Kolkata Kati Rolls,No,No,2.9/5,17,+91 8147511301,Jayanagar,Kiosk,"Fast Food, Rolls",200,"['Pasta', 'Beef Burger', 'Aloo Paratha', 'Chicken Grill', 'Shawarma']",Delivery,JP Nagar
"31, 4th Cross Road, Panduranga Nagar, Bannerghatta Road, Bangalore",Wow Vada Pav,No,No,,0,+91 9880444177,Bannerghatta Road,Quick Bites,"Fast Food, Street Food",150,"['Chicken Whopper', 'Chaat', 'Sandwiches', 'Curd Rice', 'Masala Dosa']",Delivery,JP Nagar
"4th Cross Road, 8, Mico Layout, 5th Main Road, Stage 2, BTM, Bangalore",Chaska Bun,No,No,,0,,BTM,Quick Bites,Fast Food,,"['Veg Sandwich', 'Sabudana Vada', 'Paneer Tikka Roll', 'Bbq Burger', 'Pizza']",Delivery,JP Nagar
"2nd Phase, JP Nagar, Bangalore",Chefie,Yes,No,3.3/5,14,+91 7483351084,JP Nagar,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200,"['Butter Naan', 'Pasta', 'Cappuccino', 'Fish', 'Saag']",Delivery,JP Nagar
"139, 72nd Cross, Kumaraswamy Layout, Kumaraswamy Layout, Bangalore",Food Singh,Yes,No,,0,+91 7834929000,Kumaraswamy Layout,Delivery,North Indian,500,"['Neer Dosa', 'Brownie', 'Jalebi', 'Lunch Buffet', 'Vegetarian']",Delivery,JP Nagar
"139, 72nd Cross, umaraswamy Layout Kumaraswamy Layout, Bangalore",Sethi's,Yes,No,,0,"+91 7065191999
+91 9910009994",Kumaraswamy Layout,Delivery,"North Indian, Chinese, BBQ",600,"['Beer', 'Egg Paratha', 'Rice', 'Tandoori Chicken', 'Nachos']",Delivery,JP Nagar
"1/3, 100 Feet Ring Road, 4th Phase, JP Nagar, Bangalore",KC Das - Sai Sweets,No,No,2.9/5,56,"080 41209034
+91 9341550169",JP Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",200,"['Poha', 'Coffee', 'Samosa', 'Lassi', 'Raj Kachori']",Desserts,JP Nagar
"4-5, Ground Floor, Building 1, Kothanur Dinne Main Road, 7th Phase, JP Nagar, Bangalore",Just Bake,No,No,3.4/5,25,+91 8970010111,JP Nagar,Bakery,"Bakery, Desserts",400,"['Hot Chocolate', 'Salted Caramel Brownie', 'Coffee', 'Truffle', 'Oreo Shake']",Desserts,JP Nagar
"35/29,11th Main 5th block JP Nagar, Bangalore",Keventers,Yes,No,3.9/5,45,080 45128615,JP Nagar,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,"['Guava Ice Cream', 'Mocktails', 'Thick Shakes', 'Waffles', 'Chocolate Oreo']",Desserts,JP Nagar
"14, 2nd Cross, Pavamana Nagar, Surabhi Nagar, 8th Phase, JP Nagar, Bengaluru",Iyengar Cake Bites,No,No,,0,+91 9108803367,JP Nagar,Bakery,Bakery,450,"['Cup Cake', 'Opera Cake', 'Oreo Cheesecake', 'Hot Chocolate', 'Fries']",Desserts,JP Nagar
"Dayanand Sagar College Road, Teachers Colony, Bendre Nagar, Kumaraswamy Layout, Bangalore",Dessi Cuppa,No,No,NEW,0,"+91 9945077001
+91 7026571294",Kumaraswamy Layout,Dessert Parlor,Drinks Only,150,[],Desserts,JP Nagar
"724, Rini Pearl, RBI Layout, Opposite EK Retail, 7th Phase, JP Nagar, Bangalore",Shanghai Court,Yes,No,4.1/5,181,"+91 9980137409
+91 9980497409",JP Nagar,Casual Dining,"Chinese, Thai",700,"['Dumplings', 'Chicken Shaptra', 'French Fries', 'Salads', 'Basil Chicken']",Dine-out,JP Nagar
"184, Sahakara Nagar Main Road, G Block, Sahakar Nagar, Park View Layout, JP Nagar, Bangalore",Blytons,No,No,NEW,0,"+91 8043721725
080 43721723",Hebbal,Bar,Bar Food,"1,500","['Mutton Liver Fry', 'Spaghetti', 'Paan Mojito', 'Badam Milk', 'Mai Thai']",Dine-out,JP Nagar
"3rd Floor, Sai Shree Building, 82, Opposite Nilgiris Supermarket, Gottigere Kengeri Road, 8th Phase, JP Nagar, Bangalore",Khanasutra,No,No,3.5/5,19,+91 8105816554,JP Nagar,,"North Indian, South Indian, Continental",500,"['Appam', 'Chicken Butter Masala', 'Nachos', 'Akki Rottis', 'Filter Coffee']",Dine-out,JP Nagar
"7, 8th Phase, Tajathadri Layout, Kothanur Main Road, JP Nagar, Bangalore",New Kabab Zone,Yes,No,2.9/5,51,"+91 9902082111
+91 9739201153",JP Nagar,Casual Dining,"North Indian, Chinese",500,"['Dal Tadka', 'Noodles', 'Biryani', 'Roti', 'Rice']",Dine-out,JP Nagar
"24th Main Road, 5th Phase, JP Nagar, Bangalore",Empire Restaurant,Yes,No,4.1/5,2402,080 49652986,JP Nagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,"['Fish Curry', 'Chicken Grill', 'Tandoori Chicken', 'Filter Coffee', 'Vada']",Dine-out,JP Nagar
"1/1, LIC Building, 24th Main, Near RV Dental College, 1st Phase, JP Nagar, Bangalore",Cafe Coffee Day,Yes,No,3.1/5,34,+91 9071381520,JP Nagar,Cafe,"Cafe, Fast Food",900,"['Churros', 'Cheesy Fries', 'Salad', 'Biryani', 'Stuffed Mushroom']",Dine-out,JP Nagar
"1, Sree Sai Balaji Arcade, Opposite SBI BK Circle, 8th Phase, JP Nagar, Bangalore",SV Juice Corner,No,No,3.3/5,6,+91 9845351562,JP Nagar,Beverage Shop,"Beverages, Fast Food",150,"['Chicken Seekh Roll', 'Poha', 'Chicken Shashlik', 'Palak Paneer', 'Veg Paprika']",Dine-out,JP Nagar
"44, Kotanur Village, BK Circle, 8th Phase, JP Nagar, Bangalore",Henchina Mane Restaurant & Bar,No,No,,0,+91 7411311607,JP Nagar,"Casual Dining, Bar","South Indian, North Indian",700,"['Dal Makhani', 'Garlic Naan', 'Mexican Rice', 'Masala Dosa', 'Vada']",Dine-out,JP Nagar
"76, Puttenahalli Road, RBI East Layout, 7th Phase, JP Nagar, Bangalore Bengaluru, Karnataka, JP Nagar",Pizza Hut,Yes,No,3.9/5,185,080 39883988,JP Nagar,Casual Dining,"Pizza, Fast Food",750,"['Veg Platter', 'Sushi', 'Pizza', 'Hyderabadi Biryani', 'Maggi']",Dine-out,JP Nagar
"Near 24th Cross, 6th Phase, JP Nagar, Bangalore",Aditya Uphar,No,No,3.5/5,30,+91 7090600604,JP Nagar,Quick Bites,"South Indian, Chinese, North Indian",200,"['Idli', 'Beef Chilli', 'Noodles', 'Murgh Ghee Roast', 'Brownie']",Dine-out,JP Nagar
"745 / A/ B, 24th Main Road, Shravani Build Tech, 6th Phase, JP Nagar, Bangalore",McDonald's,Yes,No,3.8/5,184,080 66000666,JP Nagar,Quick Bites,"Burger, Fast Food",500,"['Chilli Chicken', 'Burgers', 'Peri Peri Chicken', 'Chicken Burger', 'Chicken Wings']",Dine-out,JP Nagar
"471, Datta Complex, Puttenahalli Main Road, RBI Layout, 7th Phase, JP Nagar, Bangalore",Domino's Pizza,Yes,No,4.0/5,319,"080 26850997
18602100000",JP Nagar,Quick Bites,"Pizza, Fast Food",400,"['Garlic Bread', 'Biryani', 'Fries', 'Pizza', 'Chai']",Dine-out,JP Nagar
"6 & 7 1st Cross, 2nd Main Road, Navodaya Nagar, 7th Phase, JP Nagar, Bangalore",Potu's kitchen,No,No,NEW,0,+91 8197548913,JP Nagar,Quick Bites,"Chinese, North Indian, Street Food, Rolls",300,"['Potato Twister', 'Roti', 'Curd Rice', 'Luchi', 'Paratha']",Dine-out,JP Nagar
"Jambusavari Dinne, Uttarahalli, Hobli, Gottigere Road, JP Nagar 8th Phase, Bangalore",Five Star Chicken,No,No,3.3/5,5,+91 8892927630,JP Nagar,Quick Bites,"Roast Chicken, Burger",300,"['Chocolate Mousse', 'Fries', 'Wings', 'Ferrero Rocher', 'Peri Peri Chicken']",Dine-out,JP Nagar
"42, 18 cross, 24th Main Near Royal School Junction, 6th Phase, JP Nagar, Bangalore",Rajdhani Special Chole Bhature,No,No,NEW,0,+91 8860546559,JP Nagar,Quick Bites,North Indian,200,"['Tandoori Chicken', 'Rolls', 'Murgh Ghee Roast', 'Pasta', 'Chole Bhature']",Dine-out,JP Nagar
"648 Ground Floor, Janardhan Towers Opposite Elita Promenade, 5th Main RBI Layout East JP Nagar, Bangalore",Bramhin Tiffins,No,No,3.6/5,12,+91 9886497597,JP Nagar,Quick Bites,South Indian,150,"['Honey Chilli Potatoes', 'Masala Dosa', 'Kesari Bath', 'Filter Coffee', 'Tea']",Dine-out,JP Nagar
"Shop 883/887, 10th A Cross, RBI Layout, 7th Face, JP Nagar, Bangalore",Annapurna Benne Dose,Yes,No,NEW,0,+91 9945828947,JP Nagar,Quick Bites,South Indian,200,"['Plain Dosa', 'Fish', 'Lemon Rice', 'Pongal', 'Dahipuri']",Dine-out,JP Nagar
"296, 24th Main, 6th Phase, JP Nagar, Bangalore",Subway,Yes,No,4.0/5,273,"080 26631616
080 41732345",JP Nagar,Quick Bites,"Salad, Fast Food",600,"['Calamari', 'Hot Chocolate', 'Thali', 'Sandwiches', 'Momos']",Dine-out,JP Nagar
"Gottigere - Kengeri Road, 8th Phase, JP Nagar, Bangalore",Hotel Coorg Style,No,No,3.1/5,9,+91 9902801947,JP Nagar,Quick Bites,South Indian,350,"['Kharabath', 'Vada', 'Rava Masala Dosa', 'Idli', 'Kerala Parotta']",Dine-out,JP Nagar
"Number 61/1, 3rd Cross, 23rd Main, 2nd Phase, JP Nagar Bangalore",Rotti Mane,No,No,,0,+91 9739020151,JP Nagar,Quick Bites,South Indian,200,"['Filter Coffee', 'Badam Halwa', 'Shaadi Ki Biryani', 'Palak Soup', 'Salads']",Dine-out,JP Nagar
"House 61/1, Taraki Main Road, Near Indira Gandhi Circle, 1st Phase, JP Nagar, Bangalore",Ande Ka Funda,Yes,No,3.1/5,22,"+91 8892151627
+91 9035838946",JP Nagar,Quick Bites,"North Indian, Fast Food, Rolls",250,"['Chicken Wings', 'Butter Chicken', 'Samosa', 'Mutton Biryani', 'Aamras']",Dine-out,JP Nagar
"72/2B, Jaraganahalli Bus Stop, 6th Phase, JP Nagar, Bangalore",SLV Upahara,No,No,3.5/5,4,+91 9945860732,JP Nagar,Quick Bites,"South Indian, North Indian",200,"['Masala Dosa', 'Appam', 'Veg Pulao', 'Dal Tadka', 'Bamboo Biryani']",Dine-out,JP Nagar
"46, Byrappa Circle, 8th Phase, JP Nagar, Bangalore",Mr. Anbu's Ambur Biriyani,No,No,,0,+91 9742150019,JP Nagar,Quick Bites,"Biryani, Kebab",150,"['Brain Fry', 'Mutton Roll', 'Firni', 'Pepper Chicken', 'Chicken Curry']",Dine-out,JP Nagar
"448, 4th Floor, Big Bazaar Building, SRK Towers, Bannerghatta Road, Bangalore",The Yellow Submarine,No,Yes,4.4/5,2075,+91 8722147555,Bannerghatta Road,"Microbrewery, Casual Dining","Continental, North Indian, Chinese, Pizza, Thai","1,200","['Bbq Chicken Pizza', 'Maggi', 'Salads', 'Chop Suey', 'Buttermilk']",Dine-out,JP Nagar
"QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Burger King,Yes,No,3.2/5,188,080 67922486,Bannerghatta Road,Quick Bites,"Burger, Fast Food, Beverages",600,"['Ginger Tea', 'Pita Bread', 'Chocolate Drink', 'Burgers', 'Wings']",Dine-out,JP Nagar
"3rd Cross, 1st Stage, 50 Feet Main Road, Kumaraswamy Layout, Bangalore",Stop N Joy,No,No,3.8/5,70,"+91 9164347250
+91 9740548752",Kumaraswamy Layout,Quick Bites,"Fast Food, Juices",200,"['Chicken Burger', 'French Fries', 'Sandwiches', 'Masala Dosa', 'Chilli Idli']",Dine-out,JP Nagar
"11/B, VR Plaza, 50 Feet Road, Kumaraswamy Layout, Bengaluru",S Square Family Restaurant & Bar,No,No,3.3/5,4,+91 8778780356,Kumaraswamy Layout,"Casual Dining, Bar","Continental, Chinese",800,"['Spring Roll', 'Thali', 'Pasta', 'Hyderabadi Biryani', 'Hot Chocolate']",Dine-out,JP Nagar
"95, Dayanand Sagar College Main Road, Teachers Colony, 1st Stage, Kumaraswamy Layout, Bangalore",New Students Corner,No,No,3.6/5,17,"+91 9886080694
+91 9611014519",Kumaraswamy Layout,Quick Bites,Fast Food,150,"['Chaat', 'Oreo Shake', 'Peri Peri Chicken', 'Lime Soda', 'Paratha']",Dine-out,JP Nagar
"172, Dayanand Sagar College Road, Teachers Colony, 1st Stage, Kumaraswamy Layout, Bangalore",Campus Juice Corner,No,No,3.3/5,6,"+91 7795182944
+91 8867278232",Kumaraswamy Layout,Quick Bites,"Fast Food, Juices",100,"['Chicken Grill', 'Pizza Burger', 'Chicken Burger', 'Masala Dosa', 'Mango Blast']",Dine-out,JP Nagar
"140, Dayanand Sagar College Road, Colony, 99 Stage, Kumaraswamy Layout, Bangalore",Sri Devi Sagar,No,No,,0,+91 9448323971,Kumaraswamy Layout,Quick Bites,South Indian,100,"['Poha', 'Babycorn Manchurian', 'Rabri', 'Fish Curry', 'Jalebi']",Dine-out,JP Nagar
"72, 3rd Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",Vighnahara Juice Ville,No,No,,0,+91 9743560207,Kumaraswamy Layout,Quick Bites,Fast Food,200,"['Nachos', 'Rice', 'Mini Idlis', 'Sandwiches', 'Shawarma']",Dine-out,JP Nagar
"2nd Floor, Roseline Landmark, 5th B Cross, HRBR Layout, 3rd Block, Kalyan Nagar, Bangalore",AB's - Absolute Barbecues,No,Yes,4.6/5,1502,080 30474040,Kalyan Nagar,Casual Dining,"European, Mediterranean, North Indian, BBQ","1,400","['Supreme Pizza', 'Chicken Grill', 'Paratha', 'Pizza', 'Caesar Salad']",Buffet,Kalyan Nagar
"5AC-430, 5th A Cross Service Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Sigree Global Grill,No,Yes,4.4/5,1099,"+91 9538319944
080 25451318",Kalyan Nagar,"Casual Dining, Bar","North Indian, BBQ","1,400","['Burgers', 'Biryani', 'Dal Fry', 'Dhokla', 'Lassi']",Buffet,Kalyan Nagar
"30, 3rd Floor, B.R.Plaza, 4th Cross, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore",Barbeque Nation,No,Yes,4.2/5,1132,"+91 8064806060
18001086060",Kalyan Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab","1,600","['Cocktails', 'Aloo Paratha', 'Nachos', 'Beef Chilli', 'Tandoori Chicken']",Buffet,Kalyan Nagar
